"f","Tt","method","replica","elapsed_time","ess_theta_01","ess_theta_02","ess_W1","ess_W2","ess_theta1_mean","ess_theta1_min","ess_theta2_mean","ess_theta2_min","ess_sec_theta_01","ess_sec_theta_02","ess_sec_W1","ess_sec_W2","ess_sec_theta1_mean","ess_sec_theta2_mean","W1_mean","W1_median","W1_var","W1_ci_lower","W1_ci_upper","W2_mean","W2_median","W2_var","W2_ci_lower","W2_ci_upper","log_lik","rmse_theta1","mae_theta1","coverage_rate_theta1","theta1_ci_width_mean"
"quadratic",800,"sir_collapsed",183,17.95,2428.47219874946,2612.20204125087,2528.98255321103,1268.15428047596,6953.44661382014,2611.5766457621,6953.15258987743,2390.96825074084,135.290930292449,145.526576114255,140.890392936548,70.6492635362649,387.378641438448,387.362261274509,0.00187458756671985,0.00175766426587286,4.24618705529235e-07,0.000780250803053156,0.00312892535611639,1.78830280258346e-05,1.19691053276572e-05,7.65299928257406e-09,5.3466267519597e-06,2.7836283248474e-05,-1574.57293099339,0.090211499622317,0.0739770719562205,0.99125,0.451429730014712
"quadratic",800,"sir_collapsed",184,18.094,3547.02102488459,3428.8836518889,2337.69232006522,1762.54457723056,7045.95676627089,3063.7162549391,7006.15548041991,3152.04300295255,196.032995738067,189.503904713656,129.197099594629,97.4104441931337,389.408465030998,387.208769781138,0.00225025454503159,0.00209738980034775,6.76101483794342e-07,0.000917500998223606,0.00392521270265131,2.36066260205812e-05,1.28887685785458e-05,2.19643153404248e-08,4.16844093394439e-06,3.82417938900919e-05,-1594.68762121295,0.104150234137045,0.0843867318268889,0.97375,0.469757338522277
"quadratic",800,"sir_collapsed",185,17.826,2675.84377693493,3020.57425745212,2416.67561225406,1687.35671866864,6737.79800811824,2782.67980672026,6801.46388023179,2901.63977116583,150.109041677041,169.447675162803,135.570268835076,94.6570581548661,377.975878386528,381.54739595152,0.00187304979015265,0.00176357849386589,4.38633446714313e-07,0.000878487948207152,0.00322879918839908,1.98982101140109e-05,1.1765740492255e-05,1.48784444259288e-08,4.40591689986407e-06,2.91593939078007e-05,-1576.80441992323,0.0863960462755933,0.0720665671032969,1,0.455477277788946
"quadratic",800,"sir_collapsed",186,17.849,2494.98374802999,2599.206272357,2285.20191998699,1831.74531500294,7086.13801739791,2717.53363504652,6986.05816840061,2383.11566137545,139.782830860552,145.62195486341,128.029689057481,102.624534427864,397.004763146278,391.397734797502,0.00219600951029163,0.00204442702535878,6.35043896655315e-07,0.000951171312845019,0.00378237100841188,1.91910205821426e-05,1.30425265008263e-05,5.77692761384061e-09,4.15320312011427e-06,3.20793433285102e-05,-1569.74720062423,0.0951994760032124,0.0755322751769704,1,0.47178180572624
"quadratic",800,"sir_collapsed",187,17.625,2942.7923799381,3137.67363221023,2530.9324784189,1224.47957355165,6841.79456459144,3133.00780386049,6719.0076842009,2831.40529812602,166.966943542587,178.024035870084,143.599005867739,69.4740183575403,388.186925650578,381.220294139058,0.00187268411288779,0.00176521194889659,4.19661954995066e-07,0.000829211675021507,0.00313917785735879,2.02099472686903e-05,1.14712546748487e-05,6.06214753509597e-09,4.01161666042771e-06,3.16091363151242e-05,-1603.5526292806,0.0860749463632361,0.0737030249990426,1,0.454531226977586
"quadratic",800,"sir_collapsed",188,17.849,2664.40294864082,2782.46656119396,2919.08440273468,1765.29693175065,6873.20116342704,2741.26862567688,6901.43734241934,2603.91251779616,149.274634357153,155.889212907948,163.54330229899,98.9017273657153,385.07485928775,386.656806679329,0.00201226787204407,0.00189226688315764,5.0021182131757e-07,0.000883781774459438,0.00336567776741563,1.7480361952487e-05,1.25812984042051e-05,4.26414799806366e-09,4.5576504200322e-06,3.11965443312386e-05,-1550.24914007317,0.109584250136259,0.0857363314868565,0.98125,0.466362896390256
"quadratic",800,"sir_collapsed",189,17.741,2834.23072084591,2777.74517156873,2980.99504134138,1092.69208490563,6730.20036693227,3080.14250519836,6640.00724285015,2746.52109876296,159.755973217175,156.572074379614,168.028580200743,61.5913468747889,379.358568678895,374.274688171476,0.00185393232483024,0.00175830628724879,3.95693139273007e-07,0.000810583123638232,0.00305827704325361,2.17705333218506e-05,1.21156087062025e-05,1.41781331689896e-08,3.55507170158008e-06,3.42211659375382e-05,-1592.25783188109,0.0922975967415014,0.0706914066394115,1,0.455243321508895
"quadratic",800,"sir_collapsed",18,17.759,3071.31531759093,3076.92522190132,2606.35042544112,2474.00223608381,7059.70977495096,3253.14511844378,7017.20200980868,3006.18444370615,172.944158882309,173.260049659402,146.762229035482,139.3097717261,397.528564387126,395.134974368415,0.00194908372550365,0.00183403100795475,4.35610016899597e-07,0.000813578211492182,0.00319538517371579,1.42013698159533e-05,1.19181317892728e-05,1.24364015806167e-09,5.00340399636609e-06,2.42334836709391e-05,-1576.41509912508,0.0842323958886537,0.0649782287712105,0.9875,0.452948100591197
"quadratic",800,"sir_collapsed",190,17.804,3181.15447158189,3375.7884082101,2270.48703272657,1822.49369864435,6933.42707696944,3327.83769969934,7009.81530200027,3217.89721242708,178.676391349241,189.608425534155,127.526793570353,102.364283230979,389.430862557259,393.721371714236,0.00196505432404727,0.00183899396791663,4.74526062262778e-07,0.00081745063378386,0.00331077543438081,1.90390887260325e-05,1.15970835179007e-05,4.61349246083913e-08,4.74319472411844e-06,2.68693033609029e-05,-1563.74619403972,0.0841118738826035,0.0686831059600922,1,0.454817352698619
"quadratic",800,"sir_collapsed",191,18.179,3445.03537987782,3721.98379404942,2159.90929626316,1616.88911566625,7208.7194950291,3297.09530900288,7091.4268376272,3542.17099333903,189.506319372783,204.740843503461,118.813427375717,88.9426874782026,396.541036087194,390.088939855174,0.00237902714008367,0.00221268386778368,8.22628544049169e-07,0.000886354871449215,0.00412939088862009,2.51910800133131e-05,1.29094497575499e-05,4.38215635076433e-08,4.75946295151248e-06,3.625486872489e-05,-1592.15397955905,0.078416154096324,0.0642115178526423,1,0.478012713375675
"quadratic",800,"sir_collapsed",192,17.651,2752.56305391026,2865.28100779554,2108.50122027497,1385.74005657374,7031.45206429416,2965.91653853661,6870.5910533574,2710.33485072431,155.943745618393,162.329670148747,119.455057519403,78.5077364780319,398.359983247077,389.246561291564,0.00211643551099307,0.00198715890340572,5.59462473639812e-07,0.000906473642621768,0.00350464005208203,1.91831905625831e-05,1.22730361608535e-05,9.56593361236589e-09,4.7332913576395e-06,3.16737831458162e-05,-1574.18436203974,0.0907615870708934,0.0748764179080381,0.98125,0.460586134829186
"quadratic",800,"sir_collapsed",193,17.719,2931.1192289862,2957.03969177298,2753.11325034415,2173.50218117339,6831.80799451119,2998.17519299247,6841.86910732535,2735.06885438415,165.422384388859,166.885247010157,155.376333333944,122.665059042462,385.563970568948,386.13178550287,0.0018060627422613,0.00170061871286185,3.67910781856606e-07,0.00082160856576117,0.0030392756082727,1.609804036532e-05,1.14789879678905e-05,1.89694926603579e-08,4.77269979087155e-06,2.54462900840051e-05,-1549.25827329883,0.0931453894979399,0.077327612840941,0.975,0.452792659262454
"quadratic",800,"sir_collapsed",194,17.647,2642.19768340643,2713.29872096738,1883.78505418939,1583.85975694747,7027.36341572518,2773.23656696306,6921.39599702675,2428.41793022487,149.725034476479,153.75410670184,106.748175564651,89.752352068197,398.218587619719,392.213747210673,0.00219327506625398,0.00204038679356045,6.44385668581199e-07,0.00095375631455405,0.00386945701475739,2.08550507167384e-05,1.22804168925967e-05,1.61343423754797e-08,4.42454966425473e-06,3.21441124761241e-05,-1570.45272448341,0.0765825045923876,0.0603145420143895,0.99875,0.472019786750374
"quadratic",800,"sir_collapsed",195,17.522,3212.49899991911,3483.52254664855,2281.02988381226,1564.19610658074,7240.30973660262,3228.75369464014,7178.24946394855,3359.83131907776,183.34088573902,198.808500550653,130.18090878965,89.2704090047221,413.212517783508,409.670669098764,0.00249246068679913,0.00232038362157432,9.35411387172722e-07,0.000880739718884704,0.0043223183894303,2.43690777111657e-05,1.33439741042912e-05,1.02611854875004e-07,4.43617069049688e-06,3.39989894614874e-05,-1580.23278032724,0.111324975366842,0.0928959071335294,0.98625,0.478651647155327
"quadratic",800,"sir_collapsed",196,17.601,2595.35468060163,2960.87639426824,2613.93310517386,1873.68783717879,7005.96722939156,2677.12401150407,6944.28500139307,2666.85162165212,147.454956002592,168.222055239375,148.510488334405,106.45348770972,398.043703732263,394.539230804674,0.0020594951482284,0.00192408458081651,5.40734357229096e-07,0.000854320373514828,0.00353976914333202,1.84308150561432e-05,1.24978237157436e-05,6.34114451016664e-09,4.91739977691064e-06,3.04910858933406e-05,-1570.99277846236,0.087694802618787,0.0684120196924583,0.99375,0.464398739414614
"quadratic",800,"sir_collapsed",197,17.831,3179.51212538944,3286.11497278123,2200.53436398992,2041.26878926761,7296.46413016661,3335.38765867695,7197.49913516295,3085.38539150655,178.313730323002,184.292242318503,123.410597498173,114.478648941036,409.201061643576,403.650896481574,0.00253013022293579,0.00233642135435072,9.64663325990596e-07,0.000988870014199059,0.00443518860224151,2.15805665186617e-05,1.29323961497542e-05,1.33106414568549e-08,5.1606109504097e-06,3.66881688833793e-05,-1592.52307131799,0.107456131890421,0.0900557850583424,0.98625,0.483611643077133
"quadratic",800,"sir_collapsed",198,17.766,2959.4817349939,3157.56878239209,2773.47323073098,2213.60328589291,6807.58207391954,3158.71160067911,6793.3791174159,2929.29560727121,166.581207643471,177.730990790954,156.111292960203,124.59773082815,383.180348638948,382.380902702685,0.00174579660870585,0.00164650319441863,3.32938875911835e-07,0.000818009351016721,0.00291247584841443,1.51160785190209e-05,1.15876592764002e-05,3.7302606236122e-09,5.27947321033287e-06,2.37890960884958e-05,-1549.60792804377,0.0884553982849761,0.0699525245500828,1,0.446793308620975
"quadratic",800,"sir_collapsed",199,17.909,3611.86506745775,4075.95644374351,2317.36078436372,1564.43851881158,7397.33656680347,3747.68311174582,7347.41569716357,3670.69889861865,201.678768633522,227.592631846753,129.396436672272,87.3548784863244,413.05134663038,410.263872754681,0.00286550670290763,0.00264044707085819,1.28603364860578e-06,0.00104732922984621,0.00521680302547674,2.33455412991231e-05,1.39173257362561e-05,1.36622621464694e-08,3.87361358661242e-06,3.80416461158681e-05,-1570.47866593007,0.103591076841823,0.0826015404675977,0.98125,0.493978585010674
"quadratic",800,"sir_collapsed",19,17.84,3453.35167637618,3553.40013891041,2792.10638923871,1803.03837214335,7114.70538657585,3709.76700029995,7062.77515792262,3263.12072535721,193.573524460548,199.181622136234,156.508205674815,101.067173326421,398.806355749768,395.89546849342,0.00218160674311037,0.00203557497534447,6.28076576818626e-07,0.000872298240521052,0.00377785367669339,2.00735678990544e-05,1.228272097322e-05,6.70828701896283e-09,4.0740760570609e-06,3.27833100224481e-05,-1568.04245796805,0.0795473946477877,0.0632528265361173,1,0.468765359593968
"quadratic",800,"sir_collapsed",1,17.877,2909.87404602032,3020.33008313624,2676.67279151556,1670.834938819,6887.96676085967,3078.02114402292,6817.7780072372,2788.98965576038,162.771944175215,168.950611575557,149.727179701044,93.4628259114503,385.297687579553,381.371483315836,0.00187007521478594,0.00175782246574476,4.10063072208126e-07,0.000820365895299898,0.00313021208919966,1.6651497583993e-05,1.16658368733639e-05,7.531803319054e-09,5.25492740409189e-06,2.81717554655012e-05,-1591.21394055067,0.0981670816143997,0.0757095230823111,0.9925,0.449774753689969
"quadratic",800,"sir_collapsed",200,17.772,3462.69797605124,3626.21264385766,1820.03190211764,1813.73318132391,7166.97257429414,3697.47752533577,7137.09828753112,3248.1133804439,194.840084180241,204.040774468696,102.410077769392,102.05565953882,403.273271117158,401.592296169881,0.00246702408442361,0.00231526375060464,8.6109147818805e-07,0.00104152893480145,0.00433478450730164,2.11287395461943e-05,1.32137789781979e-05,8.17288143362598e-09,4.94785596821684e-06,3.60872942189256e-05,-1586.09561939779,0.103710212385422,0.0797850876359262,0.98,0.483077111317523
"quadratic",800,"sir_collapsed",20,17.721,2745.15405106428,3057.58172332526,2502.48047776801,1605.50090073138,7254.33395637826,2894.06895052688,7186.4380694744,2821.32748265604,154.9096580929,172.54002163113,141.215533986119,90.5987755054105,409.363690332276,405.532310223712,0.00242398434310619,0.00224033531559838,8.81376547046312e-07,0.000945681584659047,0.00425300810626547,2.3781564495711e-05,1.25004018726544e-05,4.3519440073863e-08,4.45976710388e-06,3.53368032285833e-05,-1608.357139915,0.0839467497479852,0.0612089590658425,0.9925,0.479338181112943
"quadratic",800,"sir_collapsed",21,17.601,2580.22430679754,3028.63577611876,2872.97310649054,1832.93254183779,6907.81037774048,2704.13235177187,6878.18197803273,2583.71742475254,146.595324515513,172.071801381669,163.227834014575,104.137977492062,392.46692675078,390.783590593303,0.00194310533763641,0.00182206365359347,4.50286874946234e-07,0.000888830189473968,0.0033225957511024,1.69096826970229e-05,1.21654342086002e-05,3.42916894315121e-09,4.16202165401975e-06,2.98248572485539e-05,-1550.50849083333,0.0885348719906607,0.071272091590927,0.9925,0.458160751768091
"quadratic",800,"sir_collapsed",22,17.693,3146.66283838786,3370.27400242462,1357.49604959902,1702.32187164204,7123.35638763516,3354.82733883416,7077.28799385355,3191.25978581853,177.847896817264,190.486294151621,76.7250353020412,96.2144278325912,402.608737220096,400.004973371025,0.0021250640153594,0.0019834845256072,5.84459632871862e-07,0.000981303286097777,0.00378873401884165,1.80484626038335e-05,1.22437738093992e-05,8.54243949526413e-09,4.66771119561083e-06,2.84475126646192e-05,-1641.78813312088,0.0941478856776948,0.0739412148179462,0.97375,0.460937509643407
"quadratic",800,"sir_collapsed",23,17.637,2827.02706138837,2798.89328994669,2668.19215666751,1415.63492270454,6851.65868474573,2870.36292152734,6810.74089747392,2668.04344993448,160.289565197504,158.694408910058,151.283787303255,80.2650633727133,388.482093595608,386.162096585242,0.00184033017446339,0.00172233776097639,4.02221223517925e-07,0.00086198421717425,0.00315387859551946,1.81917584882107e-05,1.17550338554837e-05,4.85159122081805e-09,3.76384995711718e-06,2.93765997468864e-05,-1578.78513649286,0.0832247008001523,0.0675064250693254,1,0.449616549530416
"quadratic",800,"sir_collapsed",24,17.724,2954.43717116782,3354.14814879688,2344.36555523814,1346.46323030828,6878.72508498126,3183.75625833788,6872.59279870838,3014.08485647416,166.691332157968,189.243294335188,132.270681293057,75.9683609968563,388.102295474005,387.756307758315,0.00191100819330687,0.0017978769098007,4.44224808962917e-07,0.000834944567087591,0.00323892822418023,1.67252815123723e-05,1.15368344522124e-05,4.74799355826764e-09,5.31184803160306e-06,2.62280670383666e-05,-1551.15203557977,0.0787079319543763,0.0626216049076003,1,0.455360625623516
"quadratic",800,"sir_collapsed",25,17.693,3186.03112309665,3555.02779393966,2166.28584244843,1919.70838236866,6888.53529830329,3328.441363177,6799.89399496651,3259.56784048136,180.072973667363,200.928491151284,122.437452238085,108.501010703027,389.336760204787,384.326795623496,0.0020947700845762,0.00195959471112749,5.81324147268928e-07,0.00083630843198096,0.00357367515839927,2.26542612655587e-05,1.23875373076932e-05,7.72939109159428e-08,4.92185519816681e-06,3.25253804464427e-05,-1551.09902559225,0.121159778579342,0.0970610151832353,0.97,0.47098199273007
"quadratic",800,"sir_collapsed",26,17.588,2844.16093455082,3123.55396516001,2542.25113060089,1647.3021444481,6856.95357544366,2737.23938067354,6763.48287219249,2707.26931264198,161.710310129112,177.5957451194,144.544640129685,93.6605722338012,389.865452322246,384.550993415538,0.00197574126035124,0.00184105334099411,4.95114285641267e-07,0.000889477303996008,0.00341156205701467,2.01477619760852e-05,1.22978134524433e-05,1.38929606617142e-08,5.08790192428919e-06,2.94678421539192e-05,-1581.00053363351,0.0900168590604339,0.0700586729546162,0.99125,0.459216076758755
"quadratic",800,"sir_collapsed",27,17.569,2806.31352123118,3061.47202333171,2104.42810733368,1189.1787237699,6830.80036100295,3098.7976000534,6822.05954714458,2834.89475713197,159.730976221252,174.25419906265,119.78075629425,67.6861929404009,388.798472366267,388.300958913118,0.00206843790380583,0.00193786198267404,5.48144595051482e-07,0.000913026729620634,0.00360952714501251,2.46218502819651e-05,1.22002192681178e-05,4.99336539353431e-08,4.62639772362197e-06,3.47064022441752e-05,-1569.80346091992,0.0918105324936467,0.0730696425938199,0.9825,0.465044059747024
"quadratic",800,"sir_collapsed",28,17.644,2465.31131100457,2829.72101184513,2659.72731230696,1550.08763843805,6875.13698694199,2613.00150790904,6880.55750571146,2583.17293765255,139.725193323769,160.378656304984,150.74400999246,87.8535274562488,389.658636757084,389.965852738124,0.00196970746891314,0.00186310382156366,4.39430922907814e-07,0.000923434029277609,0.00335198707345221,1.77877281531185e-05,1.19331321202759e-05,1.66511518919129e-08,4.24947704329117e-06,2.70378483741903e-05,-1566.57065325686,0.0809526637259801,0.0645813048768736,0.995,0.457133907922085
"quadratic",800,"sir_collapsed",29,17.822,2923.23909513903,3053.79224413679,1791.46477064201,2147.85729465607,7078.69123685678,3127.26925259091,7062.34209789859,2867.16471094143,164.024188931603,171.349581648344,100.519850221188,120.517186323424,397.188375987924,396.271018847413,0.00226340597943802,0.00210515917408846,7.26618832598115e-07,0.000911363089981219,0.00393643643527865,1.6442146482752e-05,1.27575156706813e-05,1.96004199553339e-09,5.34240110507933e-06,2.9744592755658e-05,-1570.71246982635,0.106636412462926,0.075933450540277,0.96375,0.473979213065993
"quadratic",800,"sir_collapsed",2,17.661,3223.51024980163,3223.60262376754,2548.57177348394,2714.82397290332,6873.77925165432,3201.10614108898,6866.76084463922,2925.22451201353,182.521388924842,182.526619317566,144.305066161822,153.718587447105,389.206684313138,388.809288524954,0.00191253440237235,0.0017866102748791,4.41794587617123e-07,0.000869855692803182,0.00332117372497534,1.4424654879706e-05,1.19710755102853e-05,4.7429509900515e-10,4.90325526007452e-06,2.5415844339997e-05,-1561.87862183668,0.107450856481331,0.0867157517565463,0.9825,0.459006784916724
"quadratic",800,"sir_collapsed",30,17.902,3024.55636856748,3160.61875666734,2599.43423164668,2847.88681604136,6918.29073321087,3185.66012770734,6907.45525746751,2804.15239722093,168.950752349876,176.551153874837,145.203565615388,159.082047594758,386.453509843083,385.848243630181,0.00191654286159381,0.00181287590191627,4.2919294069177e-07,0.000825263990258901,0.00319690076371359,1.48041679694289e-05,1.24171129598501e-05,3.82679113629205e-10,4.60354309232075e-06,2.62148879113893e-05,-1554.76826478776,0.116556434285446,0.0896014297468955,0.9425,0.457158428814592
"quadratic",800,"sir_collapsed",31,17.715,3954.05765961203,4044.85152543332,1711.03993844885,2153.64208294428,7403.83037943221,3719.26032438754,7509.2267350589,3579.01597434718,223.203932238895,228.329185742778,96.5870696273694,121.571667115116,417.941314108508,423.89086847637,0.00275829363773374,0.00258003512708894,1.04917352080073e-06,0.00106052003776063,0.00479588669963264,1.82626304762076e-05,1.32286844702329e-05,2.83576412743849e-09,4.82798557393537e-06,3.30400976298754e-05,-1572.14623534996,0.0889748982446207,0.0700280894077473,0.99625,0.489511778223639
"quadratic",800,"sir_collapsed",32,17.706,2018.89755012869,2310.8956868281,2020.54120614112,2113.65314102518,6767.42561731146,2034.05399099059,6681.70097709484,1940.61995851843,114.023356496594,130.51483603457,114.116186950249,119.374965606302,382.210867350698,377.369308544835,0.00187405756305444,0.00175687232944425,4.17806327265242e-07,0.000842854934149579,0.00319833917825494,1.73039280855979e-05,1.23711288214449e-05,2.99207165960374e-08,4.38093895604496e-06,2.72191936147379e-05,-1615.00202563948,0.0952950591810112,0.0769917348234535,0.98875,0.460331231741442
"quadratic",800,"sir_collapsed",33,17.692,3038.72853972077,3179.03993702524,2395.08671011517,1578.71091098316,6873.6063328715,3208.47763804313,6832.89994689887,2921.83283422125,171.757208892198,179.687991014314,135.376820603389,89.2330381518854,388.514940813447,386.214105070024,0.00190988708983246,0.00178812419039053,4.51902206563629e-07,0.00079414816258485,0.00317898635532499,1.66267392280055e-05,1.19711031763359e-05,2.32983909516565e-09,4.64873697666308e-06,2.84440320042197e-05,-1591.11252788381,0.100487581505772,0.0826192017649454,0.9925,0.457894834359368
"quadratic",800,"sir_collapsed",34,17.794,3641.43135520343,3656.17858002291,2804.6207989408,1934.90013165377,6937.62261889705,3219.57187330135,7013.73718198242,2895.40140420988,204.643776284333,205.472551423115,157.616095253501,108.738908151836,389.885501792573,394.163042710038,0.00203521927701699,0.00191980712404162,5.18346494236556e-07,0.000850129378931104,0.00345301498899127,1.67897854500685e-05,1.18250005333928e-05,8.45582259368119e-09,4.47928702032312e-06,2.79662194547258e-05,-1591.24274286102,0.091974912973495,0.0710298663108153,0.98,0.462634916971801
"quadratic",800,"sir_collapsed",35,17.864,2478.67868659658,2529.09470124785,2622.19827026013,1812.6538268815,6851.00736013129,2619.12472771234,6795.70325989328,2439.03523632183,138.752725402854,141.574938493498,146.786737027549,101.469649959779,383.509144655804,380.413303845347,0.00193524033919944,0.00182260521661741,4.55569434422952e-07,0.00081724829211632,0.00319496577334898,1.80374860807763e-05,1.23814764364877e-05,4.27282527583077e-09,4.74164048646952e-06,3.05886315592777e-05,-1540.94684089737,0.092226838788828,0.0714560725972624,0.99125,0.459247693159714
"quadratic",800,"sir_collapsed",36,17.754,2603.46342002564,2892.29943559012,2345.44699408586,1858.71000481731,7102.9681651518,2855.39625218288,6982.41961235622,2870.13896956443,146.640949646594,162.909735022537,132.108087985009,104.692463941495,400.077062360696,393.287124724356,0.00236794725686167,0.00219360366936761,8.22293570711708e-07,0.000911435654298722,0.00412991220822728,2.26126762731255e-05,1.2909352820284e-05,2.31797750398969e-08,4.66557439905678e-06,3.68143539035085e-05,-1571.95803865328,0.100842197314317,0.08128891350019,1,0.477856089493903
"quadratic",800,"sir_collapsed",37,17.876,2775.09439217998,3028.66889589135,2381.48070397411,1367.10047065941,6812.57413547101,2951.40999842541,6816.70057435199,2655.48746672106,155.241351095322,169.426543739726,133.222236740552,76.4768667856016,381.101708182536,381.332544996195,0.00206352416312805,0.00191870712273815,5.52166236549451e-07,0.000900884909213846,0.00354920890100572,2.31249825942369e-05,1.25131622824309e-05,3.36156605074048e-08,4.58461283889914e-06,3.3362475114516e-05,-1574.58139128625,0.0731203782108229,0.0585451945643607,0.99625,0.463656681070734
"quadratic",800,"sir_collapsed",38,17.599,3388.26573293154,3554.81101798405,2100.0386578388,1635.86205246807,7116.73487238108,3640.38392690586,6984.24179464245,3304.95516771723,192.526037441419,201.989375418152,119.327158238468,92.9519888896,404.382912232575,396.854468699497,0.00238420756321066,0.00225447197921156,7.12871466885764e-07,0.000925510705313039,0.00400501955713554,1.81910934807206e-05,1.35035819436552e-05,1.4684050474254e-09,4.09739864363915e-06,3.34098977904591e-05,-1558.48131065552,0.0969545334685744,0.0762610244963037,0.98125,0.480828545257187
"quadratic",800,"sir_collapsed",39,17.653,2769.20016673614,3266.65096201336,2601.8643424652,1703.04184291243,6794.20265400452,2893.00950160836,6707.3935968802,2862.01639154626,156.868530376488,185.04792171378,147.389358322393,96.4732251125833,384.875242395316,379.957718058132,0.00185935347597258,0.00174895950656012,4.06566210463017e-07,0.000868832321875485,0.00312819326329846,1.74605049126396e-05,1.21236032946652e-05,2.83680650645817e-09,3.87020066830431e-06,3.01094302903445e-05,-1569.03511606393,0.0735920684204028,0.0548331843558332,0.99375,0.453747275968863
"quadratic",800,"sir_collapsed",3,17.693,2747.42363603713,3169.47449284015,2834.32524760436,2208.86807282867,6970.10147401273,2873.16956716862,6883.88744296577,2902.56945225095,155.283085742222,179.137200748327,160.194723766708,124.844179778933,393.946841915601,389.074065617237,0.00197230073047551,0.00186127980493993,4.64572970493444e-07,0.000864375789109688,0.00329147569938262,1.60302211471922e-05,1.18027423454901e-05,1.89735381418408e-09,4.54063795986976e-06,2.92303742588405e-05,-1568.95299108038,0.102173781465819,0.074885602575659,0.96,0.46135968037346
"quadratic",800,"sir_collapsed",40,17.688,2596.5523166515,2984.64286545104,2555.052037561,2084.71091980612,6935.81960225079,2804.07510467949,6915.1365125508,2669.10261395187,146.797394654653,168.738289543817,144.451155447818,117.860183164073,392.120058924174,390.950730017571,0.00200922929983289,0.00186655007559044,5.30392468542914e-07,0.000837441561235797,0.00343703362222862,1.86025780933113e-05,1.20349064764017e-05,2.4614397004673e-08,4.23997985675736e-06,2.77259589663313e-05,-1563.76927192637,0.0858003878593103,0.0606440850726165,0.98,0.459875137173532
"quadratic",800,"sir_collapsed",41,18.037,2611.33391392792,2810.49485805928,2503.90259100939,1730.79702431022,6968.9312050594,2747.19723402822,6887.28969714048,2675.61071114334,144.776510169536,155.818310032671,138.820346565914,95.958142945624,386.368642515906,381.842307320534,0.0021325112256923,0.00199919399304855,6.04372216173811e-07,0.000899308024036176,0.00369156743275619,2.05712416989255e-05,1.2387738325401e-05,1.02728894576969e-08,3.73382652879888e-06,3.43130230743269e-05,-1580.76736870876,0.122595319983219,0.0986942291950771,0.96625,0.473387293753528
"quadratic",800,"sir_collapsed",42,17.792,3171.30105370972,3677.7465883147,2515.97271061994,2213.8294468649,7180.8955741863,3232.98490392951,7126.23519224923,3234.70016389602,178.243089799332,206.707879289271,141.410336703009,124.428363695195,403.602494052737,400.530305319763,0.00230837558192974,0.00215930432195298,7.50708025050506e-07,0.000921896263092263,0.00402012084715622,1.81778572869391e-05,1.28745336312982e-05,3.1958625269616e-09,4.08245744389478e-06,3.14043310270318e-05,-1584.3688465314,0.099980970726191,0.0761858796114643,0.9725,0.47301576321426
"quadratic",800,"sir_collapsed",43,17.861,2828.46495830185,2970.8068404409,2416.76377343987,2043.88318357089,6939.26655796967,2980.00540093649,6993.8264984088,2730.14099524856,158.359831941204,166.329255945406,135.309544451031,114.432740807955,388.515008004573,391.569704854644,0.00214182309968494,0.00201331369363253,5.80627513800768e-07,0.000881411926109723,0.00363450490520809,1.78934220068018e-05,1.26515550734199e-05,1.43208338692674e-08,4.95367174830511e-06,3.07094023005777e-05,-1555.4745990575,0.100214782550786,0.0803103473083465,0.98875,0.466184092122805
"quadratic",800,"sir_collapsed",44,17.787,2622.17691763869,3111.50079773526,2545.94240545014,2141.77679124224,7021.72436061063,2765.39959316716,7024.52417010716,2867.06953504097,147.420976985365,174.931174325927,143.135009020641,120.412480533099,394.767209794267,394.924617423239,0.00210674793855706,0.00196114163330476,5.98211993700864e-07,0.000809141693348953,0.00360398400718695,1.64442037256817e-05,1.24066390199505e-05,1.52061863661167e-09,4.66905025414e-06,2.93613196844355e-05,-1563.65840717466,0.107757589657706,0.0868346034742022,0.98875,0.471040300655605
"quadratic",800,"sir_collapsed",45,17.773,2497.81546628016,2662.82538311115,2677.96962839459,1687.26841740124,7016.90005021225,2669.07170886327,6962.44433411845,2437.96123401986,140.539890073716,149.824193051885,150.676285849017,94.9343620886312,394.8067321337,391.742774664854,0.00217825291447102,0.00204349626445425,6.30529835434595e-07,0.000904789007393356,0.00371879462242167,2.04954293135696e-05,1.30148887025215e-05,8.07822228279247e-09,4.55604069591185e-06,3.20009919368277e-05,-1578.05155005034,0.0960553302180062,0.0825840576906264,1,0.469155063928135
